weather_id,airport_code,weather_date,temperature_celsius,wind_speed_kmph,visibility_km,storm_flag,precipitation_mm
W00001625,AMD,2026-01-05,29.8,4.1,1.3,true,20.7
W00001626,AMD,2026-01-06,28.7,34.6,6.6,false,2.9
W00001627,AMD,2026-01-07,40.4,41.4,15.9,false,4.1
W00001628,AMD,2026-01-08,29.2,19.3,19.7,false,1.1
W00001629,AMD,2026-01-09,23.7,32.8,12.4,false,2.6
W00001630,AMD,2026-01-10,34.0,9.5,8.4,false,0.1
W00001631,AMD,2026-01-11,27.2,38.1,8.8,false,2.9
W00001632,AMD,2026-01-12,31.7,36.2,12.9,false,2.7
W00001633,AMD,2026-01-13,36.3,19.2,12.8,false,5.0
W00001634,AMD,2026-01-14,40.2,40.0,14.2,false,2.5
W00001635,AMD,2026-01-15,30.2,44.3,12.9,false,5.5
W00001636,AMD,2026-01-16,29.0,20.1,7.3,false,1.5
W00001637,AMD,2026-01-17,22.8,43.4,6.5,true,18.0
W00001638,AMD,2026-01-18,36.0,48.3,8.7,false,0.3
W00001639,AMD,2026-01-19,31.8,23.0,7.7,false,0.0
W00001640,AMD,2026-01-20,34.1,34.2,8.2,true,57.9
W00001641,AMD,2026-01-21,38.4,47.1,10.3,false,3.0
W00001642,AMD,2026-01-22,27.8,14.8,18.5,false,5.6
W00001643,AMD,2026-01-23,26.6,16.7,14.4,false,2.3
W00001644,AMD,2026-01-24,18.6,22.0,14.8,false,6.6
W00001645,AMD,2026-01-25,33.5,5.9,12.9,false,3.1
W00001646,AMD,2026-01-26,41.8,30.2,19.6,false,3.7
W00001647,AMD,2026-01-27,32.2,23.6,17.1,false,3.2
W00001648,AMD,2026-01-28,21.9,18.7,12.9,false,3.9
W00001649,AMD,2026-01-29,28.1,14.7,13.4,false,4.2
W00001650,AMD,2026-01-30,37.4,52.2,6.7,false,1.9
W00001651,AMD,2026-01-31,34.6,39.1,13.2,false,1.7
W00001652,AMD,2026-02-01,26.5,53.0,7.2,false,0.4
W00001653,AMD,2026-02-02,24.7,35.6,10.8,false,3.7
W00001654,AMD,2026-02-03,33.5,24.0,12.7,false,5.1
W00001655,AMD,2026-02-04,31.6,43.0,15.4,false,6.6
W00001656,AMD,2026-02-05,27.6,19.6,18.5,false,2.2
W00001657,AMD,2026-02-06,26.3,39.9,17.3,false,3.1
W00001658,AMD,2026-02-07,39.5,5.9,8.4,true,50.5
W00001659,AMD,2026-02-08,36.7,49.5,12.2,false,1.6
W00001660,AMD,2026-02-09,26.1,23.2,10.0,false,5.2
W00001661,AMD,2026-02-10,27.1,37.9,6.9,false,5.3
W00001662,AMD,2026-02-11,29.7,45.4,8.1,false,4.9
W00001663,AMD,2026-02-12,21.5,15.7,12.0,false,4.8
W00001664,AMD,2026-02-13,34.3,22.9,7.7,false,5.7
W00001665,AMD,2026-02-14,27.3,29.3,10.6,false,7.0
W00001666,AMD,2026-02-15,29.0,54.7,16.4,false,6.0
W00001667,AMD,2026-02-16,21.7,45.2,7.7,false,2.3
W00001668,AMD,2026-02-17,23.0,21.4,16.4,false,5.4
W00001669,AMD,2026-02-18,29.0,34.3,8.5,false,0.6
W00001670,AMD,2026-02-19,26.3,33.8,16.7,false,4.6
W00001671,AMD,2026-02-20,16.9,18.6,7.6,false,0.3
W00001672,AMD,2026-02-21,24.6,34.0,9.3,true,50.2
W00001673,AMD,2026-02-22,31.7,46.7,11.6,false,2.8
W00001674,AMD,2026-02-23,18.9,22.0,19.4,false,3.2
W00001675,AMD,2026-02-24,30.3,5.0,14.5,false,0.5
W00001676,AMD,2026-02-25,25.5,42.6,10.2,false,1.5
W00001677,AMD,2026-02-26,23.8,21.3,8.5,false,2.7
W00001678,AMD,2026-02-27,36.1,46.1,17.7,false,3.2
W00001679,AMD,2026-02-28,23.6,50.3,15.7,false,4.9
W00001680,AMD,2026-03-01,27.9,5.8,8.0,true,23.8
W00001681,AMD,2026-03-02,31.0,33.4,8.4,false,1.7
W00001682,AMD,2026-03-03,18.4,21.7,18.8,false,4.9
W00001683,AMD,2026-03-04,32.7,55.0,19.6,false,6.8
W00001684,AMD,2026-03-05,26.9,20.0,9.9,true,34.3
W00001685,AMD,2026-03-06,19.6,3.4,7.9,false,1.5
W00001686,AMD,2026-03-07,33.1,16.2,12.8,false,1.6
W00001687,AMD,2026-03-08,40.8,47.8,14.5,false,2.3
W00001688,AMD,2026-03-09,23.3,49.8,12.4,false,0.5
W00001689,AMD,2026-03-10,22.8,5.4,10.9,false,0.6
W00001690,AMD,2026-03-11,26.2,26.5,6.1,false,0.2
W00001691,AMD,2026-03-12,17.8,48.4,11.1,false,5.3
W00001692,AMD,2026-03-13,17.3,19.3,16.3,false,0.0
W00001693,AMD,2026-03-14,16.1,53.3,17.2,false,1.1
W00001694,AMD,2026-03-15,35.0,3.7,17.4,false,1.1
W00001695,AMD,2026-03-16,18.7,36.4,10.5,false,3.6
W00001696,AMD,2026-03-17,21.2,51.4,10.3,false,4.1
W00001697,AMD,2026-03-18,37.1,32.8,8.1,false,5.2
W00001698,AMD,2026-03-19,14.5,13.4,12.9,false,2.4
W00001699,AMD,2026-03-20,32.3,52.8,15.5,false,1.6
W00001700,AMD,2026-03-21,27.4,41.1,18.7,false,3.7
W00001701,AMD,2026-03-22,30.0,16.2,14.6,false,1.8
W00001702,AMD,2026-03-23,25.4,40.4,18.5,false,6.0
W00001703,AMD,2026-03-24,24.9,42.5,12.6,false,5.1
W00001704,AMD,2026-03-25,29.6,50.6,8.0,false,3.5
W00001705,AMD,2026-03-26,30.3,35.7,12.1,false,2.0
W00001706,AMD,2026-03-27,30.5,22.0,7.0,true,36.8
W00001707,AMD,2026-03-28,37.4,45.2,12.7,false,2.5
W00001708,AMD,2026-03-29,29.6,19.1,11.5,false,6.5
W00001709,AMD,2026-03-30,36.8,23.9,16.2,false,6.4
W00001710,AMD,2026-03-31,24.7,22.4,16.1,false,3.3
W00001711,AMD,2026-04-01,18.8,19.0,14.7,false,5.0
W00001712,AMD,2026-04-02,36.2,26.5,10.1,false,4.4
W00001713,AMD,2026-04-03,28.1,42.2,13.7,false,2.8
W00001714,AMD,2026-04-04,31.3,29.2,15.4,false,5.0
W00001715,AMD,2026-04-05,32.8,32.3,10.4,false,1.5
W00001716,AMD,2026-04-06,36.7,24.8,14.5,false,6.6
W00001717,AMD,2026-04-07,26.8,9.3,10.1,false,1.0
W00001718,AMD,2026-04-08,19.7,21.4,18.5,false,1.2
W00001719,AMD,2026-04-09,26.1,48.3,16.6,false,0.9
W00001720,AMD,2026-04-10,34.5,51.5,16.7,false,3.2
W00001721,AMD,2026-04-11,37.0,19.4,8.0,true,60.0
W00001722,AMD,2026-04-12,25.9,44.5,9.4,false,1.6
W00001723,AMD,2026-04-13,16.8,54.1,18.8,false,6.6
W00001724,AMD,2026-04-14,37.6,23.9,12.6,false,4.8
W00001725,AMD,2026-04-15,27.1,19.9,11.4,false,4.4
W00001726,AMD,2026-04-16,18.8,39.4,8.5,false,5.9
W00001727,AMD,2026-04-17,30.2,36.4,9.2,false,1.0
W00001728,AMD,2026-04-18,30.7,46.7,3.8,true,46.1
W00001729,AMD,2026-04-19,28.2,35.6,10.6,false,3.3
W00001730,AMD,2026-04-20,33.8,43.4,19.8,false,0.1
W00001731,AMD,2026-04-21,28.1,26.2,11.7,false,6.2
W00001732,AMD,2026-04-22,22.2,34.6,8.4,false,3.1
W00001733,AMD,2026-04-23,39.2,53.1,12.5,false,1.9
W00001734,AMD,2026-04-24,35.4,4.9,12.7,false,3.9
W00001735,AMD,2026-04-25,26.0,27.7,18.6,false,6.5
W00001736,AMD,2026-04-26,34.7,33.2,7.2,false,4.0
W00001737,AMD,2026-04-27,48.7,24.0,6.3,false,0.2
W00001738,AMD,2026-04-28,21.8,40.0,2.2,true,48.0
W00001739,AMD,2026-04-29,25.4,8.7,2.3,true,28.2
W00001740,AMD,2026-04-30,21.6,14.2,14.4,false,1.7
W00001741,AMD,2026-05-01,25.6,53.4,19.3,false,4.1
W00001742,AMD,2026-05-02,33.0,48.9,9.7,false,4.6
W00001743,AMD,2026-05-03,28.3,11.7,14.7,false,0.9
W00001744,AMD,2026-05-04,7.2,29.5,19.4,false,2.4
W00001745,AMD,2026-05-05,43.5,15.9,15.7,false,2.2
W00001746,AMD,2026-05-06,23.9,31.6,17.2,false,0.7
W00001747,AMD,2026-05-07,26.2,11.2,9.9,false,4.6
W00001748,AMD,2026-05-08,18.6,19.0,10.4,false,0.9
W00001749,AMD,2026-05-09,39.5,10.9,17.2,false,1.2
W00001750,AMD,2026-05-10,27.5,50.7,16.4,false,4.9
W00001751,AMD,2026-05-11,35.5,44.7,19.3,false,7.0
W00001752,AMD,2026-05-12,35.3,29.8,16.8,false,5.8
W00001753,AMD,2026-05-13,39.6,47.4,8.6,false,5.3
W00001754,AMD,2026-05-14,23.0,26.4,11.1,false,6.1
W00001755,AMD,2026-05-15,27.0,48.9,9.8,true,36.6
W00001756,AMD,2026-05-16,23.6,24.8,18.8,false,1.9
W00001757,AMD,2026-05-17,27.7,30.2,8.0,false,2.3
W00001758,AMD,2026-05-18,23.8,19.4,16.3,false,4.2
W00001759,AMD,2026-05-19,28.5,35.0,13.7,false,1.6
W00001760,AMD,2026-05-20,22.8,16.4,8.0,false,4.5
W00001761,AMD,2026-05-21,27.3,11.0,11.7,false,5.5
W00001762,AMD,2026-05-22,36.5,43.0,9.0,false,0.1
W00001763,AMD,2026-05-23,27.0,33.8,11.9,false,3.1
W00001764,AMD,2026-05-24,21.9,42.7,19.6,false,0.9
W00001765,AMD,2026-05-25,32.3,42.2,9.0,false,4.4
W00001766,AMD,2026-05-26,27.0,45.1,15.9,false,2.0
W00001767,AMD,2026-05-27,14.7,31.4,10.3,false,1.5
W00001768,AMD,2026-05-28,21.0,34.9,10.7,false,6.5
W00001769,AMD,2026-05-29,26.1,48.8,8.6,false,1.2
W00001770,AMD,2026-05-30,20.2,40.0,14.8,false,1.5
W00001771,AMD,2026-05-31,14.6,34.1,10.2,false,2.6
W00001772,AMD,2026-06-01,24.7,49.3,10.3,false,2.1
W00001773,AMD,2026-06-02,29.3,7.9,6.3,false,2.9
W00001774,AMD,2026-06-03,37.8,31.7,15.1,false,0.3
W00001775,AMD,2026-06-04,31.1,3.9,16.3,false,1.7
W00001776,AMD,2026-06-05,35.6,32.5,14.6,false,0.7
W00001777,AMD,2026-06-06,29.2,48.7,7.8,false,3.8
W00001778,AMD,2026-06-07,27.8,46.4,7.6,false,0.3
W00001779,AMD,2026-06-08,32.7,11.5,16.7,false,2.5
W00001780,AMD,2026-06-09,23.4,34.2,19.8,false,6.6
W00001781,AMD,2026-06-10,16.9,24.2,18.5,false,4.6
W00001782,AMD,2026-06-11,33.9,6.1,8.8,false,4.5
W00001783,AMD,2026-06-12,29.6,19.1,13.3,false,5.6
W00001784,AMD,2026-06-13,41.8,46.2,9.9,true,69.5
W00001785,AMD,2026-06-14,26.0,13.7,11.8,false,1.4
W00001786,AMD,2026-06-15,24.4,12.9,9.5,false,1.7
W00001787,AMD,2026-06-16,21.3,41.6,8.3,false,6.0
W00001788,AMD,2026-06-17,26.1,31.1,8.8,true,31.2
W00001789,AMD,2026-06-18,20.9,25.4,16.2,false,6.2
W00001790,AMD,2026-06-19,24.2,25.7,6.4,false,4.9
W00001791,AMD,2026-06-20,11.2,13.7,13.2,false,0.6
W00001792,AMD,2026-06-21,32.3,36.2,18.6,false,0.2
W00001793,AMD,2026-06-22,26.4,40.1,11.6,false,5.2
W00001794,AMD,2026-06-23,22.4,9.4,8.1,true,53.2
W00001795,AMD,2026-06-24,35.1,39.5,16.1,false,0.8
W00001796,AMD,2026-06-25,24.9,52.3,13.4,false,3.4
W00001797,AMD,2026-06-26,18.0,9.9,12.1,false,5.7
W00001798,AMD,2026-06-27,39.3,6.4,11.9,false,3.9
W00001799,AMD,2026-06-28,33.9,17.6,3.7,true,8.9
W00001800,AMD,2026-06-29,31.7,54.0,18.9,false,5.7
W00001801,JAI,2026-01-01,27.9,33.6,11.3,false,0.2
W00001802,JAI,2026-01-02,37.7,4.7,5.4,true,65.5
W00001803,JAI,2026-01-03,29.2,41.9,10.0,false,6.9
W00001804,JAI,2026-01-04,39.1,7.3,18.7,false,1.6
W00001805,JAI,2026-01-05,30.8,40.5,15.1,false,1.6
W00001806,JAI,2026-01-06,22.8,38.6,14.3,false,3.4
W00001807,JAI,2026-01-07,35.7,33.9,15.4,false,7.0
W00001808,JAI,2026-01-08,26.7,40.1,16.3,false,3.4
W00001809,JAI,2026-01-09,27.5,3.4,10.4,false,1.4
W00001810,JAI,2026-01-10,32.4,33.5,10.3,false,4.7
W00001811,JAI,2026-01-11,31.2,28.7,14.8,false,4.9
W00001812,JAI,2026-01-12,27.7,9.8,15.2,false,3.8
W00001813,JAI,2026-01-13,31.0,6.5,16.0,false,2.5
W00001814,JAI,2026-01-14,34.9,37.4,11.6,false,5.2
W00001815,JAI,2026-01-15,35.3,25.2,9.5,false,0.0
W00001816,JAI,2026-01-16,25.5,21.9,18.3,false,5.7
W00001817,JAI,2026-01-17,24.4,35.7,1.6,true,9.2
W00001818,JAI,2026-01-18,23.7,33.9,14.4,false,5.5
W00001819,JAI,2026-01-19,29.5,16.5,7.1,false,3.6
W00001820,JAI,2026-01-20,32.2,10.9,17.8,false,4.0
W00001821,JAI,2026-01-21,23.4,4.0,1.3,true,24.9
W00001822,JAI,2026-01-22,27.0,36.6,11.6,false,5.9
W00001823,JAI,2026-01-23,19.9,42.9,7.8,true,65.5
W00001824,JAI,2026-01-24,33.4,33.9,13.8,false,2.4
W00001825,JAI,2026-01-25,35.5,31.9,18.1,false,5.9
W00001826,JAI,2026-01-26,35.6,14.8,9.5,false,3.7
W00001827,JAI,2026-01-27,36.0,32.1,8.0,true,26.2
W00001828,JAI,2026-01-28,28.1,7.9,8.4,false,5.9
W00001829,JAI,2026-01-29,24.8,43.0,10.8,false,0.1
W00001830,JAI,2026-01-30,20.5,52.6,8.0,false,6.5
W00001831,JAI,2026-01-31,25.0,54.5,1.4,true,11.3
W00001832,JAI,2026-02-01,31.2,49.3,15.9,false,3.3
W00001833,JAI,2026-02-02,21.6,23.7,16.5,false,6.3
W00001834,JAI,2026-02-03,28.2,14.9,2.8,true,61.2
W00001835,JAI,2026-02-04,39.7,49.0,19.3,false,0.2
W00001836,JAI,2026-02-05,38.1,7.8,10.0,false,4.0
W00001837,JAI,2026-02-06,24.9,4.1,6.1,false,6.1
W00001838,JAI,2026-02-07,18.2,9.4,19.9,false,5.9
W00001839,JAI,2026-02-08,27.5,41.0,13.2,false,6.3
W00001840,JAI,2026-02-09,25.3,7.4,6.7,false,0.8
W00001841,JAI,2026-02-10,33.1,21.4,17.8,false,4.2
W00001842,JAI,2026-02-11,32.2,14.5,16.7,false,5.5
W00001843,JAI,2026-02-12,38.4,50.9,16.7,false,0.5
W00001844,JAI,2026-02-13,25.1,17.8,14.1,false,4.8
W00001845,JAI,2026-02-14,47.4,42.4,13.0,false,3.2
W00001846,JAI,2026-02-15,18.9,50.3,9.4,false,1.0
W00001847,JAI,2026-02-16,33.9,9.3,5.1,true,25.8
W00001848,JAI,2026-02-17,34.7,41.7,9.1,false,6.4
W00001849,JAI,2026-02-18,26.1,15.5,1.6,true,68.6
W00001850,JAI,2026-02-19,32.3,51.4,6.5,false,6.1
W00001851,JAI,2026-02-20,30.2,3.8,12.6,false,5.3
W00001852,JAI,2026-02-21,36.1,44.1,12.6,false,4.3
W00001853,JAI,2026-02-22,22.6,38.0,6.6,false,6.3
W00001854,JAI,2026-02-23,32.1,40.0,13.7,false,3.1
W00001855,JAI,2026-02-24,20.9,26.5,15.8,false,2.0
W00001856,JAI,2026-02-25,42.4,51.1,9.1,false,0.2
W00001857,JAI,2026-02-26,38.1,29.2,8.7,false,6.7
W00001858,JAI,2026-02-27,30.6,6.8,8.8,false,0.1
W00001859,JAI,2026-02-28,28.1,8.8,6.4,false,5.5
W00001860,JAI,2026-03-01,36.7,39.5,15.3,false,3.2
W00001861,JAI,2026-03-02,27.2,47.8,8.2,false,5.3
W00001862,JAI,2026-03-03,21.3,47.3,16.9,false,0.5
W00001863,JAI,2026-03-04,26.1,14.0,16.7,false,0.6
W00001864,JAI,2026-03-05,39.9,17.0,11.5,false,3.1
W00001865,JAI,2026-03-06,42.4,19.9,11.3,false,5.2
W00001866,JAI,2026-03-07,21.5,36.7,1.6,true,31.1
W00001867,JAI,2026-03-08,39.1,42.6,14.7,false,5.1
W00001868,JAI,2026-03-09,29.0,13.7,14.8,false,3.1
W00001869,JAI,2026-03-10,21.2,8.8,15.9,false,1.2
W00001870,JAI,2026-03-11,23.5,52.4,10.6,false,3.7
W00001871,JAI,2026-03-12,21.1,13.4,16.9,false,6.7
W00001872,JAI,2026-03-13,16.6,33.0,13.6,false,6.5
W00001873,JAI,2026-03-14,41.2,30.9,15.8,false,2.5
W00001874,JAI,2026-03-15,32.9,17.7,10.7,false,3.8
W00001875,JAI,2026-03-16,35.6,53.2,18.6,false,2.9
W00001876,JAI,2026-03-17,29.7,28.1,19.1,false,6.5
W00001877,JAI,2026-03-18,25.0,26.9,6.3,true,13.3
W00001878,JAI,2026-03-19,30.6,25.9,8.7,true,44.9
W00001879,JAI,2026-03-20,35.3,29.3,6.0,false,3.0
W00001880,JAI,2026-03-21,33.2,22.8,9.4,false,5.7
W00001881,JAI,2026-03-22,26.4,4.5,12.5,false,2.7
W00001882,JAI,2026-03-23,19.9,40.2,11.5,false,2.5
W00001883,JAI,2026-03-24,25.6,42.6,16.6,false,4.2
W00001884,JAI,2026-03-25,24.7,32.1,11.3,false,1.1
W00001885,JAI,2026-03-26,18.2,20.9,6.8,false,5.3
W00001886,JAI,2026-03-27,26.5,18.9,12.2,false,2.1
W00001887,JAI,2026-03-28,27.2,37.3,12.5,false,4.9
W00001888,JAI,2026-03-29,23.6,21.3,14.6,false,2.2
W00001889,JAI,2026-03-30,50.7,32.2,9.9,false,1.0
W00001890,JAI,2026-03-31,32.6,49.2,6.9,false,1.8
W00001891,JAI,2026-04-01,20.9,13.5,13.1,false,4.5
W00001892,JAI,2026-04-02,29.5,17.6,11.2,false,1.8
W00001893,JAI,2026-04-03,31.0,24.2,8.7,false,1.4
W00001894,JAI,2026-04-04,19.8,22.8,14.5,false,1.5
W00001895,JAI,2026-04-05,29.0,3.5,7.7,false,5.3
W00001896,JAI,2026-04-06,39.3,51.1,12.1,false,2.6
W00001897,JAI,2026-04-07,19.2,50.0,12.9,false,2.3
W00001898,JAI,2026-04-08,32.5,53.9,6.5,true,57.1
W00001899,JAI,2026-04-09,21.9,42.3,6.5,false,0.7
W00001900,JAI,2026-04-10,17.4,19.3,13.9,false,4.1
W00001901,JAI,2026-04-11,50.9,6.9,12.7,false,4.6
W00001902,JAI,2026-04-12,16.8,31.6,12.2,false,4.0
W00001903,JAI,2026-04-13,30.8,38.6,10.9,false,5.3
W00001904,JAI,2026-04-14,42.4,15.7,6.2,false,5.3
W00001905,JAI,2026-04-15,27.1,8.7,13.8,false,5.4
W00001906,JAI,2026-04-16,28.8,43.9,15.2,false,4.3
W00001907,JAI,2026-04-17,23.8,34.3,3.2,true,15.6
W00001908,JAI,2026-04-18,31.4,37.8,18.5,false,6.8
W00001909,JAI,2026-04-19,26.5,4.1,7.5,false,5.7
W00001910,JAI,2026-04-20,22.8,9.7,3.1,true,20.8
W00001911,JAI,2026-04-21,26.5,37.0,12.5,false,5.9
W00001912,JAI,2026-04-22,28.4,40.8,12.9,false,4.4
W00001913,JAI,2026-04-23,27.1,3.9,12.5,false,5.5
W00001914,JAI,2026-04-24,36.4,45.4,6.7,false,1.3
W00001915,JAI,2026-04-25,34.2,45.0,12.6,false,0.6
W00001916,JAI,2026-04-26,31.3,20.1,2.1,true,23.6
W00001917,JAI,2026-04-27,29.8,37.4,12.4,false,2.6
W00001918,JAI,2026-04-28,41.0,36.1,13.5,false,3.3
W00001919,JAI,2026-04-29,20.8,51.5,3.7,true,48.2
W00001920,JAI,2026-04-30,13.3,45.4,16.7,false,1.8
W00001921,JAI,2026-05-01,35.4,26.0,19.3,false,5.7
W00001922,JAI,2026-05-02,14.2,38.8,9.6,false,5.8
W00001923,JAI,2026-05-03,25.1,4.1,8.6,false,6.0
W00001924,JAI,2026-05-04,39.2,22.3,7.8,false,0.7
W00001925,JAI,2026-05-05,26.6,10.7,14.7,false,1.1
W00001926,JAI,2026-05-06,35.1,12.3,7.4,false,1.0
W00001927,JAI,2026-05-07,35.8,5.6,11.5,false,5.6
W00001928,JAI,2026-05-08,27.6,37.1,8.6,false,5.8
W00001929,JAI,2026-05-09,22.8,9.3,8.1,false,2.1
W00001930,JAI,2026-05-10,30.7,34.2,7.8,true,34.9
W00001931,JAI,2026-05-11,26.4,41.3,13.6,false,4.3
W00001932,JAI,2026-05-12,37.0,11.3,11.5,false,0.8
W00001933,JAI,2026-05-13,25.8,10.2,7.5,true,17.3
W00001934,JAI,2026-05-14,37.4,6.3,8.0,false,2.6
W00001935,JAI,2026-05-15,19.3,48.3,19.1,false,4.5
W00001936,JAI,2026-05-16,34.2,46.4,18.1,false,2.4
W00001937,JAI,2026-05-17,25.2,50.0,11.4,false,2.8
W00001938,JAI,2026-05-18,26.0,4.6,14.5,false,6.7
W00001939,JAI,2026-05-19,29.5,35.4,18.6,false,4.7
W00001940,JAI,2026-05-20,26.8,53.7,19.3,false,0.2
W00001941,JAI,2026-05-21,32.1,54.5,11.5,false,4.6
W00001942,JAI,2026-05-22,30.9,45.4,20.0,false,2.6
W00001943,JAI,2026-05-23,27.8,51.7,17.9,false,2.6
W00001944,JAI,2026-05-24,20.2,45.7,6.1,false,4.4
W00001945,JAI,2026-05-25,27.6,48.1,3.1,true,69.2
W00001946,JAI,2026-05-26,16.4,29.1,10.0,false,6.8
W00001947,JAI,2026-05-27,32.7,26.1,19.0,false,5.5
W00001948,JAI,2026-05-28,31.6,18.3,8.3,false,1.1
W00001949,JAI,2026-05-29,28.2,53.5,9.6,false,1.8
W00001950,JAI,2026-05-30,23.0,9.1,9.6,false,1.4
W00001951,JAI,2026-05-31,28.2,26.9,9.6,false,3.0
W00001952,JAI,2026-06-01,30.2,50.7,6.2,false,6.3
W00001953,JAI,2026-06-02,33.0,27.1,9.3,true,61.1
W00001954,JAI,2026-06-03,37.4,37.9,14.7,false,3.7
W00001955,JAI,2026-06-04,31.0,25.4,17.8,false,5.0
W00001956,JAI,2026-06-05,28.1,18.5,12.3,false,2.0
W00001957,JAI,2026-06-06,19.6,21.6,10.3,false,6.3
W00001958,JAI,2026-06-07,31.4,20.5,19.5,false,6.7
W00001959,JAI,2026-06-08,19.7,51.9,6.3,false,0.9
W00001960,JAI,2026-06-09,20.0,16.2,17.8,false,2.1
W00001961,JAI,2026-06-10,22.7,43.3,11.6,false,2.5
W00001962,JAI,2026-06-11,40.5,23.1,9.6,false,6.1
W00001963,JAI,2026-06-12,28.4,26.4,15.6,false,6.7
W00001964,JAI,2026-06-13,29.9,41.9,10.3,false,5.6
W00001965,JAI,2026-06-14,40.6,18.7,11.1,false,5.4
W00001966,JAI,2026-06-15,26.2,34.1,17.8,false,2.4
W00001967,JAI,2026-06-16,30.1,8.1,10.4,false,2.9
W00001968,JAI,2026-06-17,20.3,30.5,12.4,false,5.2
W00001969,JAI,2026-06-18,35.8,30.0,9.4,false,6.9
W00001970,JAI,2026-06-19,20.2,21.8,17.0,false,6.8
W00001971,JAI,2026-06-20,27.9,32.9,12.4,false,5.9
W00001972,JAI,2026-06-21,37.7,46.7,15.1,false,5.5
W00001973,JAI,2026-06-22,43.2,14.6,8.9,false,5.2
W00001974,JAI,2026-06-23,34.1,9.8,3.0,true,37.8
W00001975,JAI,2026-06-24,27.8,26.1,11.9,false,6.9
W00001976,JAI,2026-06-25,26.1,49.6,15.2,false,5.6
W00001977,JAI,2026-06-26,31.2,34.1,10.7,false,2.9
W00001978,JAI,2026-06-27,19.8,51.0,7.1,false,5.1
W00001979,JAI,2026-06-28,12.9,42.7,10.6,false,0.7
W00001980,JAI,2026-06-29,29.7,42.3,5.0,true,30.3
W00001981,LKO,2026-01-01,31.3,53.8,19.2,false,6.0
W00001982,LKO,2026-01-02,17.6,52.1,6.1,false,0.3
W00001983,LKO,2026-01-03,29.6,50.0,11.6,false,3.1
W00001984,LKO,2026-01-04,41.6,44.6,14.0,false,4.6
W00001985,LKO,2026-01-05,23.5,54.3,8.3,false,6.1
W00001986,LKO,2026-01-06,34.4,10.4,9.2,false,3.1
W00001987,LKO,2026-01-07,26.0,27.9,15.3,false,5.6
W00001988,LKO,2026-01-08,24.6,49.1,19.3,false,6.8
W00001989,LKO,2026-01-09,17.6,39.7,9.9,false,3.3
W00001990,LKO,2026-01-10,36.4,47.2,7.1,true,57.7
W00001991,LKO,2026-01-11,27.6,53.0,19.6,false,2.8
W00001992,LKO,2026-01-12,24.9,12.6,6.4,false,6.3
W00001993,LKO,2026-01-13,33.2,27.8,7.9,false,3.9
W00001994,LKO,2026-01-14,30.9,6.5,16.7,false,0.0
W00001995,LKO,2026-01-15,21.6,11.0,13.1,false,4.3
W00001996,LKO,2026-01-16,28.9,29.8,18.1,false,2.7
W00001997,LKO,2026-01-17,21.5,24.5,10.4,false,6.7
W00001998,LKO,2026-01-18,27.8,46.2,14.2,false,5.6
W00001999,LKO,2026-01-19,27.1,14.4,9.3,false,3.8
W00002000,LKO,2026-01-20,18.7,33.9,16.6,false,2.5
W00002001,LKO,2026-01-21,27.7,45.4,8.0,false,2.4
W00002002,LKO,2026-01-22,33.5,25.0,13.0,false,0.7
W00002003,LKO,2026-01-23,15.1,42.4,13.9,false,0.1
W00002004,LKO,2026-01-24,23.9,22.4,12.4,false,3.0
W00002005,LKO,2026-01-25,39.1,7.8,6.1,true,23.4
W00002006,LKO,2026-01-26,8.6,50.1,6.1,false,4.6
W00002007,LKO,2026-01-27,26.9,4.9,10.3,false,2.8
W00002008,LKO,2026-01-28,29.1,14.0,6.5,false,5.2
W00002009,LKO,2026-01-29,28.1,37.3,10.2,false,2.3
W00002010,LKO,2026-01-30,28.7,51.5,18.6,false,1.8
W00002011,LKO,2026-01-31,31.0,18.0,10.8,false,2.6
W00002012,LKO,2026-02-01,34.4,24.1,12.2,false,0.4
W00002013,LKO,2026-02-02,37.9,28.1,12.2,false,3.2
W00002014,LKO,2026-02-03,20.2,4.6,10.8,false,1.2
W00002015,LKO,2026-02-04,30.2,32.3,9.9,false,1.6
W00002016,LKO,2026-02-05,15.0,36.7,12.6,false,6.8
W00002017,LKO,2026-02-06,28.7,11.6,12.1,false,1.6
W00002018,LKO,2026-02-07,38.1,17.6,15.6,false,6.6
W00002019,LKO,2026-02-08,18.7,16.1,14.6,false,4.5
W00002020,LKO,2026-02-09,28.2,26.7,17.4,false,3.5
W00002021,LKO,2026-02-10,24.8,10.7,14.5,false,2.0
W00002022,LKO,2026-02-11,21.7,23.5,10.9,false,4.7
W00002023,LKO,2026-02-12,20.2,30.3,16.9,false,4.7
W00002024,LKO,2026-02-13,27.5,23.0,1.8,true,31.7
W00002025,LKO,2026-02-14,28.0,50.6,8.0,false,4.4
W00002026,LKO,2026-02-15,36.0,9.4,13.4,false,4.0
W00002027,LKO,2026-02-16,18.7,26.2,16.0,false,2.4
W00002028,LKO,2026-02-17,33.7,38.7,18.4,false,5.7
W00002029,LKO,2026-02-18,15.5,3.3,9.9,true,69.6
W00002030,LKO,2026-02-19,33.6,38.5,8.1,true,23.4
W00002031,LKO,2026-02-20,36.3,21.9,13.9,false,0.1
W00002032,LKO,2026-02-21,38.5,5.1,13.3,false,2.3
W00002033,LKO,2026-02-22,35.7,54.3,15.2,false,5.5
W00002034,LKO,2026-02-23,33.6,41.1,10.6,false,5.3
