crew_roster_id,flight_id,aircraft_id,crew_id,crew_role,duty_start_time,duty_end_time,base_airport,duty_status
CR0000216,FL0001014,AC00069,CREW1604,First Officer,2026-02-19 06:31:06,2026-02-19 16:50:06,SIN,Standby
CR0000217,FL0001328,AC00077,CREW1323,Captain,2026-01-19 07:55:23,2026-01-19 11:22:23,DOH,Completed
CR0000218,FL0001109,AC00073,CREW1181,Cabin Crew,2026-03-17 19:43:19,2026-03-17 21:47:19,LHR,Completed
CR0000219,FL0001040,AC00008,CREW1309,First Officer,2026-01-02 19:33:58,2026-01-02 22:11:58,BBI,Assigned
CR0000220,FL0001604,AC00074,CREW1541,Cabin Manager,2026-04-25 16:40:49,2026-04-26 06:24:49,ZRH,Completed
CR0000221,FL0000993,AC00030,CREW1120,Cabin Manager,2026-06-28 03:09:53,2026-06-28 14:29:53,BKK,Completed
CR0000222,FL0000545,AC00028,CREW1129,Cabin Manager,2026-02-28 22:47:32,2026-03-01 10:53:32,YYZ,Completed
CR0000223,FL0001464,AC00031,CREW1096,Maintenance Observer,2026-05-18 13:28:23,2026-05-18 20:42:23,IXR,Completed
CR0000224,FL0000556,AC00063,CREW1482,Maintenance Observer,2026-01-04 19:34:48,2026-01-05 07:19:48,SYD,Completed
CR0000225,FL0000093,AC00066,CREW1187,Cabin Crew,2026-03-17 19:52:13,2026-03-18 01:32:13,JFK,Completed
CR0000226,FL0000094,AC00007,CREW1311,Cabin Manager,2026-05-30 04:01:18,2026-05-30 11:03:18,BKK,Completed
CR0000227,FL0000838,AC00064,CREW1291,Captain,2026-06-01 17:07:40,2026-06-01 21:13:40,FRA,Completed
CR0000228,FL0000274,AC00049,CREW1383,First Officer,2026-03-12 00:58:50,2026-03-12 11:37:50,BKK,Completed
CR0000229,FL0000664,AC00038,CREW1054,Maintenance Observer,2026-05-13 19:10:40,2026-05-14 00:08:40,DOH,Completed
CR0000230,FL0001778,AC00023,CREW1655,Captain,2026-04-03 15:59:25,2026-04-04 02:17:25,DOH,Completed
CR0000231,FL0000173,AC00008,CREW1225,Captain,2026-04-29 03:40:49,2026-04-29 14:53:49,KUL,Completed
CR0000232,FL0001544,AC00037,CREW1595,Maintenance Observer,2026-02-10 18:14:15,2026-02-11 06:36:15,AMD,Standby
CR0000233,FL0000951,AC00053,CREW1628,Cabin Manager,2026-02-05 14:11:22,2026-02-05 18:02:22,ZRH,Completed
CR0000234,FL0000951,AC00053,CREW1284,Maintenance Observer,2026-02-05 14:11:22,2026-02-05 18:02:22,ZRH,Completed
CR0000235,FL0001248,AC00022,CREW1600,Cabin Crew,2026-05-04 13:37:46,2026-05-04 15:57:46,BKK,Completed
CR0000236,FL0000333,AC00071,CREW1069,Captain,2026-03-08 11:26:13,2026-03-08 23:06:13,IXR,Completed
CR0000237,FL0000848,AC00059,CREW1780,First Officer,2026-02-24 16:44:02,2026-02-25 04:30:02,ZRH,Assigned
CR0000238,FL0001870,AC00016,CREW1202,Maintenance Observer,2026-05-29 09:22:59,2026-05-29 18:07:59,AMD,Completed
CR0000239,FL0001712,AC00073,CREW1439,Cabin Crew,2026-03-11 04:18:58,2026-03-11 11:09:58,SFO,Completed
CR0000240,FL0001194,AC00030,CREW1572,First Officer,2026-02-27 23:33:12,2026-02-28 08:32:12,LHR,Completed
CR0000241,FL0001611,AC00063,CREW1406,Cabin Manager,2026-06-08 15:58:18,2026-06-09 00:26:18,SFO,Completed
CR0000242,FL0000963,AC00070,CREW1322,Captain,2026-02-21 05:32:14,2026-02-21 08:28:14,BOM,Completed
CR0000243,FL0000520,AC00071,CREW1187,First Officer,2026-05-07 12:01:44,2026-05-07 20:33:44,NRT,Assigned
CR0000244,FL0000222,AC00022,CREW1593,Maintenance Observer,2026-04-27 04:15:30,2026-04-27 06:57:30,DOH,Completed
CR0000245,FL0001752,AC00072,CREW1001,Maintenance Observer,2026-01-31 15:23:03,2026-02-01 04:41:03,BOM,Assigned
CR0000246,FL0001966,AC00040,CREW1596,First Officer,2026-05-03 11:25:19,2026-05-03 13:31:19,CCU,Completed
CR0000247,FL0000694,AC00004,CREW1741,Captain,2026-03-21 00:15:05,2026-03-21 07:27:05,HKG,Completed
CR0000248,FL0000091,AC00024,CREW1481,First Officer,2026-04-03 18:47:28,2026-04-03 23:56:28,YYZ,Completed
CR0000249,FL0000204,AC00050,CREW1140,Captain,2026-04-19 22:43:55,2026-04-20 12:03:55,AUH,Completed
CR0000250,FL0001914,AC00028,CREW1144,Maintenance Observer,2026-04-09 19:57:03,2026-04-10 05:16:03,YVR,Standby
CR0000251,FL0001034,AC00053,CREW1288,Captain,2026-03-02 01:59:01,2026-03-02 10:42:01,BOM,Completed
CR0000252,FL0001893,AC00064,CREW1114,Maintenance Observer,2026-01-18 13:11:27,2026-01-18 18:52:27,JFK,Completed
CR0000253,FL0001950,AC00071,CREW1317,Maintenance Observer,2026-02-14 16:29:17,2026-02-15 00:19:17,MAD,Completed
CR0000254,FL0000573,AC00065,CREW1771,First Officer,2026-05-29 13:55:03,2026-05-29 15:50:03,YVR,Assigned
CR0000255,FL0000374,AC00059,CREW1757,Cabin Crew,2026-02-18 13:50:20,2026-02-18 20:04:20,SIN,Completed
CR0000256,FL0000877,AC00008,CREW1129,Maintenance Observer,2026-05-27 21:59:22,2026-05-27 23:40:22,PNQ,Sick Leave
CR0000257,FL0001544,AC00037,CREW1435,Cabin Manager,2026-02-10 18:14:15,2026-02-11 06:36:15,AMD,Completed
CR0000258,FL0001482,AC00028,CREW1746,Maintenance Observer,2026-01-17 18:42:27,2026-01-18 06:43:27,YYZ,Completed
CR0000259,FL0000351,AC00012,CREW1562,Cabin Manager,2026-03-29 02:00:14,2026-03-29 11:10:14,ZRH,Completed
CR0000260,FL0000477,AC00049,CREW1458,First Officer,2026-03-04 16:49:44,2026-03-05 03:23:44,JFK,Completed
CR0000261,FL0000828,AC00002,CREW1496,Cabin Manager,2026-05-14 14:49:27,2026-05-14 16:28:27,FRA,Completed
CR0000262,FL0000292,AC00052,CREW1258,Cabin Crew,2026-01-09 02:11:37,2026-01-09 12:12:37,MAA,Assigned
CR0000263,FL0000499,AC00074,CREW1566,Captain,2026-04-13 23:50:06,2026-04-14 07:44:06,FRA,Completed
CR0000264,FL0001755,AC00061,CREW1355,First Officer,2026-04-01 00:05:36,2026-04-01 08:55:36,BKK,Assigned
CR0000265,FL0001538,AC00005,CREW1248,Maintenance Observer,2026-06-20 21:38:46,2026-06-21 00:59:46,BOM,Completed
CR0000266,FL0001885,AC00068,CREW1084,Cabin Manager,2026-01-02 17:37:35,2026-01-03 05:41:35,CCU,Standby
CR0000267,FL0000324,AC00035,CREW1446,First Officer,2026-01-05 05:11:40,2026-01-05 07:22:40,SYD,Completed
CR0000268,FL0000004,AC00040,CREW1384,Captain,2026-05-15 03:17:29,2026-05-15 08:25:29,ZRH,Assigned
CR0000269,FL0000241,AC00039,CREW1719,Captain,2026-03-04 21:31:07,2026-03-05 08:53:07,SIN,Completed
CR0000270,FL0000222,AC00022,CREW1243,Maintenance Observer,2026-04-27 04:15:30,2026-04-27 06:57:30,DOH,Completed
CR0000271,FL0001211,AC00027,CREW1120,Cabin Crew,2026-05-05 11:57:53,2026-05-05 21:05:53,BOM,Completed
CR0000272,FL0000347,AC00032,CREW1273,First Officer,2026-05-28 06:02:14,2026-05-28 16:22:14,YVR,Completed
CR0000273,FL0000937,AC00031,CREW1701,Maintenance Observer,2026-04-14 11:22:49,2026-04-14 23:07:49,DEL,Completed
CR0000274,FL0001926,AC00053,CREW1423,Maintenance Observer,2026-04-30 16:31:59,2026-05-01 04:02:59,GOI,Assigned
CR0000275,FL0000819,AC00001,CREW1225,First Officer,2026-04-27 02:56:25,2026-04-27 13:05:25,PAT,Completed
CR0000276,FL0000184,AC00048,CREW1661,Maintenance Observer,2026-05-20 15:10:34,2026-05-20 22:27:34,BLR,Assigned
CR0000277,FL0001800,AC00066,CREW1449,Maintenance Observer,2026-04-15 14:41:39,2026-04-15 18:17:39,JFK,Completed
CR0000278,FL0001040,AC00008,CREW1027,Cabin Crew,2026-01-02 19:33:58,2026-01-02 22:11:58,BBI,Standby
CR0000279,FL0001379,AC00075,CREW1168,First Officer,2026-01-09 21:14:58,2026-01-10 04:22:58,PAT,Completed
CR0000280,FL0000128,AC00069,CREW1723,Cabin Manager,2026-02-25 22:40:47,2026-02-26 03:09:47,YYZ,Assigned
CR0000281,FL0000212,AC00040,CREW1534,Maintenance Observer,2026-01-25 12:53:06,2026-01-26 00:03:06,SFO,Completed
CR0000282,FL0001531,AC00013,CREW1450,Cabin Manager,2026-04-14 13:32:32,2026-04-14 17:32:32,BKK,Completed
CR0000283,FL0000771,AC00017,CREW1067,First Officer,2026-05-26 10:42:17,2026-05-26 22:32:17,JAI,Completed
CR0000284,FL0001463,AC00012,CREW1136,Cabin Crew,2026-01-21 04:58:04,2026-01-21 14:41:04,PAT,Completed
CR0000285,FL0000687,AC00074,CREW1234,Maintenance Observer,2026-06-20 12:28:35,2026-06-20 20:52:35,FRA,Completed
CR0000286,FL0001181,AC00043,CREW1088,Maintenance Observer,2026-03-22 21:02:05,2026-03-22 23:52:05,SYD,Completed
CR0000287,FL0000715,AC00035,CREW1401,Cabin Crew,2026-03-02 14:45:13,2026-03-02 21:24:13,LHR,Completed
CR0000288,FL0001322,AC00015,CREW1602,Captain,2026-03-19 22:35:00,2026-03-20 05:14:00,YVR,Completed
CR0000289,FL0000864,AC00039,CREW1155,Captain,2026-05-08 15:54:56,2026-05-08 23:37:56,YVR,Assigned
CR0000290,FL0000872,AC00074,CREW1176,Cabin Crew,2026-03-18 13:01:04,2026-03-19 00:13:04,CDG,Assigned
CR0000291,FL0000462,AC00008,CREW1123,Captain,2026-05-13 07:21:32,2026-05-13 12:06:32,BKK,Completed
CR0000292,FL0000314,AC00049,CREW1751,Cabin Manager,2026-01-26 06:03:24,2026-01-26 16:19:24,JAI,Assigned
CR0000293,FL0000065,AC00032,CREW1666,Cabin Crew,2026-05-11 08:55:09,2026-05-11 14:59:09,NRT,Completed
CR0000294,FL0000776,AC00071,CREW1562,Captain,2026-02-22 04:20:36,2026-02-22 09:58:36,SYD,Completed
CR0000295,FL0001093,AC00029,CREW1322,First Officer,2026-01-14 03:31:21,2026-01-14 14:57:21,DEL,Sick Leave
CR0000296,FL0001666,AC00054,CREW1493,Cabin Crew,2026-01-16 18:21:05,2026-01-16 21:48:05,AMD,Sick Leave
CR0000297,FL0000315,AC00012,CREW1002,Captain,2026-04-29 07:42:09,2026-04-29 13:17:09,FRA,Completed
CR0000298,FL0001333,AC00064,CREW1036,Captain,2026-02-20 16:43:51,2026-02-21 07:39:51,CCU,Assigned
CR0000299,FL0000922,AC00078,CREW1750,Cabin Crew,2026-01-12 13:17:44,2026-01-12 17:06:44,AMS,Completed
CR0000300,FL0000957,AC00045,CREW1424,Maintenance Observer,2026-02-05 23:20:03,2026-02-06 06:40:03,BOM,Completed
CR0000301,FL0001874,AC00015,CREW1613,Maintenance Observer,2026-04-20 07:21:19,2026-04-20 09:32:19,IST,Completed
CR0000302,FL0001789,AC00006,CREW1025,Captain,2026-03-02 08:13:48,2026-03-02 10:50:48,PNQ,Assigned
CR0000303,FL0001353,AC00026,CREW1654,Cabin Manager,2026-05-14 07:25:07,2026-05-14 10:29:07,IXR,Completed
CR0000304,FL0000390,AC00045,CREW1324,Captain,2026-05-18 01:17:34,2026-05-18 15:05:34,PAT,Assigned
CR0000305,FL0000958,AC00032,CREW1566,Maintenance Observer,2026-03-09 02:50:30,2026-03-09 05:10:30,MAD,Standby
CR0000306,FL0001301,AC00040,CREW1376,First Officer,2026-05-29 02:59:40,2026-05-29 15:01:40,YVR,Completed
CR0000307,FL0000705,AC00013,CREW1716,Cabin Crew,2026-04-09 00:14:03,2026-04-09 12:16:03,BOM,Assigned
CR0000308,FL0000934,AC00038,CREW1649,Cabin Crew,2026-05-06 10:34:20,2026-05-06 21:56:20,PNQ,Completed
CR0000309,FL0001236,AC00013,CREW1764,Cabin Manager,2026-06-16 12:45:56,2026-06-16 22:16:56,DEL,Completed
CR0000310,FL0001809,AC00038,CREW1447,Maintenance Observer,2026-06-04 21:56:55,2026-06-05 10:41:55,AMS,Completed
CR0000311,FL0001600,AC00063,CREW1283,Maintenance Observer,2026-01-23 19:56:48,2026-01-24 02:03:48,AUH,Completed
CR0000312,FL0001161,AC00001,CREW1308,Maintenance Observer,2026-01-19 08:56:54,2026-01-19 14:30:54,AUH,Completed
CR0000313,FL0001253,AC00012,CREW1302,Cabin Crew,2026-03-18 06:35:03,2026-03-18 08:39:03,PAT,Assigned
CR0000314,FL0001243,AC00001,CREW1504,Captain,2026-03-21 05:01:00,2026-03-21 16:27:00,COK,Completed
CR0000315,FL0001290,AC00003,CREW1120,First Officer,2026-03-29 08:17:38,2026-03-29 15:17:38,ZRH,Completed
CR0000316,FL0000151,AC00063,CREW1674,Maintenance Observer,2026-03-05 18:41:45,2026-03-06 06:25:45,MAA,Assigned
CR0000317,FL0000626,AC00013,CREW1048,Captain,2026-01-27 10:23:49,2026-01-27 12:53:49,BKK,Completed
CR0000318,FL0001063,AC00078,CREW1623,Cabin Crew,2026-05-03 07:26:24,2026-05-03 17:10:24,MEL,Completed
CR0000319,FL0000187,AC00042,CREW1257,First Officer,2026-02-15 15:31:25,2026-02-15 21:16:25,DXB,Assigned
CR0000320,FL0000620,AC00017,CREW1545,First Officer,2026-02-19 04:09:50,2026-02-19 12:41:50,JAI,Completed
CR0000321,FL0000042,AC00050,CREW1254,Cabin Crew,2026-05-29 04:11:22,2026-05-29 07:10:22,AUH,Assigned
CR0000322,FL0001522,AC00066,CREW1134,First Officer,2026-05-28 17:05:14,2026-05-28 19:54:14,AMS,Standby
CR0000323,FL0001472,AC00036,CREW1601,Captain,2026-01-25 05:14:28,2026-01-25 08:23:28,SFO,Completed
CR0000324,FL0001620,AC00056,CREW1665,First Officer,2026-05-20 02:15:52,2026-05-20 15:31:52,FRA,Completed
CR0000325,FL0001588,AC00034,CREW1637,Maintenance Observer,2026-02-15 10:27:27,2026-02-15 23:50:27,ORD,Standby
CR0000326,FL0001444,AC00056,CREW1424,Cabin Crew,2026-03-02 12:27:27,2026-03-02 21:44:27,MAA,Sick Leave
CR0000327,FL0001242,AC00061,CREW1391,Cabin Manager,2026-04-27 18:28:33,2026-04-27 19:56:33,CCU,Completed
CR0000328,FL0000567,AC00065,CREW1118,First Officer,2026-04-03 22:01:19,2026-04-04 11:20:19,JFK,Sick Leave
CR0000329,FL0000303,AC00003,CREW1760,First Officer,2026-02-11 07:45:30,2026-02-11 11:16:30,LKO,Assigned
CR0000330,FL0001971,AC00038,CREW1753,First Officer,2026-06-05 02:54:55,2026-06-05 09:56:55,IST,Completed
CR0000331,FL0000670,AC00075,CREW1533,Cabin Manager,2026-05-18 07:30:47,2026-05-18 12:38:47,IST,Completed
CR0000332,FL0000677,AC00031,CREW1788,Cabin Manager,2026-06-18 18:36:22,2026-06-19 01:50:22,NRT,Completed
CR0000333,FL0001911,AC00047,CREW1414,Cabin Crew,2026-02-26 17:34:09,2026-02-26 22:32:09,AMD,Completed
CR0000334,FL0001295,AC00068,CREW1588,Cabin Manager,2026-04-05 19:58:25,2026-04-06 00:18:25,DEL,Completed
CR0000335,FL0000880,AC00015,CREW1039,Cabin Manager,2026-05-27 05:46:04,2026-05-27 14:38:04,KUL,Completed
CR0000336,FL0000731,AC00001,CREW1113,Cabin Manager,2026-01-07 20:36:51,2026-01-08 03:26:51,AUH,Completed
CR0000337,FL0000677,AC00031,CREW1388,Captain,2026-06-18 18:36:22,2026-06-19 01:50:22,NRT,Completed
CR0000338,FL0001789,AC00006,CREW1639,First Officer,2026-03-02 08:13:48,2026-03-02 10:50:48,PNQ,Completed
CR0000339,FL0001566,AC00013,CREW1153,Captain,2026-02-27 20:17:34,2026-02-28 08:59:34,PAT,Completed
CR0000340,FL0000413,AC00003,CREW1392,Cabin Crew,2026-02-26 08:48:49,2026-02-26 20:55:49,DEL,Completed
CR0000341,FL0000861,AC00039,CREW1239,Cabin Crew,2026-04-26 11:18:34,2026-04-26 14:12:34,SFO,Completed
CR0000342,FL0000940,AC00022,CREW1326,Captain,2026-04-10 08:39:05,2026-04-10 16:11:05,YYZ,Completed
CR0000343,FL0001426,AC00037,CREW1081,Cabin Manager,2026-03-12 18:59:33,2026-03-13 07:48:33,CDG,Standby
CR0000344,FL0001572,AC00016,CREW1775,Cabin Manager,2026-06-25 06:02:09,2026-06-25 18:37:09,AUH,Standby
CR0000345,FL0001190,AC00011,CREW1610,Maintenance Observer,2026-02-27 19:08:03,2026-02-27 22:46:03,PNQ,Completed
CR0000346,FL0000578,AC00015,CREW1505,Captain,2026-06-14 13:28:13,2026-06-15 01:39:13,GOI,Completed
CR0000347,FL0001720,AC00056,CREW1123,Maintenance Observer,2026-03-21 22:33:34,2026-03-22 10:22:34,BLR,Completed
CR0000348,FL0000727,AC00062,CREW1436,Cabin Manager,2026-01-21 09:53:19,2026-01-21 23:06:19,LHR,Completed
CR0000349,FL0000122,AC00017,CREW1794,Cabin Manager,2026-05-21 17:41:58,2026-05-21 23:21:58,GOI,Completed
CR0000350,FL0000875,AC00028,CREW1365,First Officer,2026-01-09 02:16:03,2026-01-09 12:13:03,GOI,Completed
CR0000351,FL0001120,AC00032,CREW1518,Cabin Crew,2026-04-16 05:46:37,2026-04-16 09:30:37,FRA,Completed
CR0000352,FL0001964,AC00047,CREW1013,Cabin Crew,2026-01-07 06:17:59,2026-01-07 15:57:59,AMS,Completed
CR0000353,FL0001893,AC00064,CREW1429,Captain,2026-01-18 13:11:27,2026-01-18 18:52:27,JFK,Completed
CR0000354,FL0001627,AC00042,CREW1538,Captain,2026-05-14 17:20:10,2026-05-15 02:44:10,BOM,Completed
CR0000355,FL0001193,AC00005,CREW1741,First Officer,2026-02-04 11:34:26,2026-02-04 22:24:26,DEL,Completed
CR0000356,FL0001443,AC00063,CREW1502,Maintenance Observer,2026-01-06 19:36:47,2026-01-07 08:42:47,NRT,Completed
CR0000357,FL0000536,AC00018,CREW1573,Maintenance Observer,2026-06-09 03:31:35,2026-06-09 08:28:35,DEL,Completed
CR0000358,FL0000489,AC00068,CREW1049,Cabin Crew,2026-04-28 09:40:14,2026-04-28 20:00:14,ORD,Assigned
CR0000359,FL0000967,AC00049,CREW1506,Cabin Crew,2026-01-16 04:43:14,2026-01-16 13:52:14,DOH,Completed
CR0000360,FL0000661,AC00020,CREW1649,Cabin Crew,2026-03-31 14:28:47,2026-03-31 23:58:47,AMD,Completed
CR0000361,FL0001345,AC00059,CREW1514,Captain,2026-02-10 00:32:12,2026-02-10 13:43:12,IXR,Sick Leave
CR0000362,FL0000684,AC00050,CREW1725,Cabin Manager,2026-06-29 01:19:12,2026-06-29 14:12:12,HKG,Assigned
CR0000363,FL0000126,AC00065,CREW1671,First Officer,2026-01-25 13:54:13,2026-01-26 00:49:13,IST,Standby
CR0000364,FL0000452,AC00004,CREW1243,Cabin Manager,2026-04-02 09:53:59,2026-04-02 16:43:59,YYZ,Completed
CR0000365,FL0000194,AC00010,CREW1642,Maintenance Observer,2026-01-31 08:14:52,2026-01-31 17:22:52,MAD,Completed
CR0000366,FL0001246,AC00050,CREW1477,Cabin Manager,2026-05-02 05:56:22,2026-05-02 09:18:22,SIN,Completed
CR0000367,FL0000359,AC00050,CREW1200,First Officer,2026-02-26 03:26:41,2026-02-26 08:08:41,SYD,Standby
CR0000368,FL0000188,AC00063,CREW1671,Captain,2026-05-15 08:08:13,2026-05-15 17:58:13,LHR,Completed
CR0000369,FL0000449,AC00014,CREW1784,First Officer,2026-02-18 22:12:44,2026-02-19 05:23:44,NRT,Assigned
CR0000370,FL0001887,AC00026,CREW1159,First Officer,2026-03-06 07:30:31,2026-03-06 17:53:31,BOM,Completed
CR0000371,FL0000296,AC00009,CREW1079,First Officer,2026-05-06 09:15:31,2026-05-06 14:38:31,CDG,Completed
CR0000372,FL0000940,AC00022,CREW1065,Maintenance Observer,2026-04-10 08:39:05,2026-04-10 16:11:05,YYZ,Completed
CR0000373,FL0000215,AC00013,CREW1402,Captain,2026-06-08 01:08:45,2026-06-08 06:38:45,CDG,Assigned
CR0000374,FL0001706,AC00010,CREW1422,Cabin Crew,2026-05-09 21:00:20,2026-05-09 23:14:20,PAT,Completed
CR0000375,FL0000866,AC00054,CREW1061,Maintenance Observer,2026-02-02 16:13:32,2026-02-02 21:10:32,SYD,Completed
CR0000376,FL0001609,AC00073,CREW1534,Cabin Manager,2026-06-11 08:37:33,2026-06-11 16:03:33,JFK,Completed
CR0000377,FL0000707,AC00043,CREW1349,First Officer,2026-06-25 14:49:18,2026-06-25 16:52:18,SFO,Completed
CR0000378,FL0001238,AC00053,CREW1224,Cabin Crew,2026-04-30 12:00:26,2026-04-30 16:44:26,LKO,Completed
CR0000379,FL0000949,AC00063,CREW1070,Captain,2026-03-08 13:33:48,2026-03-08 23:16:48,AMD,Completed
CR0000380,FL0000873,AC00060,CREW1391,Captain,2026-02-26 12:57:27,2026-02-26 15:42:27,MEL,Assigned
CR0000381,FL0000977,AC00076,CREW1764,Maintenance Observer,2026-04-25 10:47:19,2026-04-25 13:57:19,MEL,Completed
CR0000382,FL0000714,AC00018,CREW1262,Captain,2026-05-07 19:57:33,2026-05-07 22:40:33,AMD,Assigned
CR0000383,FL0000528,AC00022,CREW1656,Captain,2026-01-15 06:21:47,2026-01-15 18:32:47,MEL,Standby
CR0000384,FL0000272,AC00069,CREW1050,First Officer,2026-02-16 02:17:46,2026-02-16 05:18:46,AUH,Assigned
CR0000385,FL0000363,AC00055,CREW1629,First Officer,2026-02-04 18:30:49,2026-02-05 00:46:49,MEL,Completed
CR0000386,FL0001387,AC00048,CREW1734,Cabin Crew,2026-03-13 22:21:08,2026-03-14 04:39:08,PAT,Assigned
CR0000387,FL0001742,AC00072,CREW1716,Maintenance Observer,2026-06-02 22:58:50,2026-06-03 03:56:50,BBI,Assigned
CR0000388,FL0001211,AC00027,CREW1607,Maintenance Observer,2026-05-05 11:57:53,2026-05-05 21:05:53,BOM,Completed
CR0000389,FL0000852,AC00026,CREW1795,Cabin Manager,2026-06-25 12:43:53,2026-06-25 21:54:53,MAD,Completed
CR0000390,FL0001909,AC00071,CREW1572,Cabin Crew,2026-01-03 20:04:29,2026-01-04 07:27:29,KUL,Completed
CR0000391,FL0000556,AC00063,CREW1359,Cabin Manager,2026-01-04 19:34:48,2026-01-05 07:19:48,SYD,Completed
CR0000392,FL0000645,AC00074,CREW1084,Cabin Manager,2026-01-27 13:25:10,2026-01-27 16:46:10,BLR,Completed
CR0000393,FL0001098,AC00011,CREW1230,Captain,2026-05-10 22:39:12,2026-05-11 02:27:12,GOI,Assigned
CR0000394,FL0001128,AC00002,CREW1627,Cabin Manager,2026-06-05 09:38:37,2026-06-05 15:48:37,AMD,Completed
CR0000395,FL0000285,AC00014,CREW1768,First Officer,2026-01-22 11:03:30,2026-01-22 18:34:30,BKK,Completed
CR0000396,FL0001099,AC00012,CREW1315,Captain,2026-06-16 03:10:17,2026-06-16 11:47:17,MEL,Completed
CR0000397,FL0001634,AC00067,CREW1617,First Officer,2026-03-30 00:16:25,2026-03-30 03:01:25,YYZ,Completed
CR0000398,FL0001426,AC00037,CREW1185,First Officer,2026-03-12 18:59:33,2026-03-13 07:48:33,CDG,Completed
CR0000399,FL0000711,AC00002,CREW1191,Captain,2026-04-10 04:47:47,2026-04-10 11:22:47,CCU,Completed
CR0000400,FL0000331,AC00020,CREW1212,Cabin Crew,2026-05-03 22:48:46,2026-05-04 07:29:46,PAT,Standby
CR0000401,FL0001830,AC00008,CREW1566,Cabin Manager,2026-01-31 18:58:31,2026-01-31 21:18:31,PNQ,Completed
CR0000402,FL0000599,AC00019,CREW1235,Captain,2026-02-26 13:15:30,2026-02-26 17:16:30,LKO,Completed
CR0000403,FL0000839,AC00015,CREW1475,Captain,2026-06-12 19:58:16,2026-06-13 09:36:16,JAI,Completed
CR0000404,FL0001815,AC00031,CREW1718,Cabin Manager,2026-01-20 15:54:33,2026-01-21 01:42:33,BKK,Completed
CR0000405,FL0001822,AC00073,CREW1045,Maintenance Observer,2026-02-07 22:02:30,2026-02-08 04:09:30,JFK,Completed
CR0000406,FL0000821,AC00053,CREW1436,Maintenance Observer,2026-06-20 10:14:33,2026-06-20 17:30:33,SIN,Completed
CR0000407,FL0001951,AC00001,CREW1612,First Officer,2026-03-28 12:00:57,2026-03-28 14:19:57,JFK,Completed
CR0000408,FL0000395,AC00066,CREW1580,First Officer,2026-03-19 17:04:50,2026-03-20 05:31:50,CDG,Completed
CR0000409,FL0000139,AC00052,CREW1063,Cabin Crew,2026-02-23 11:27:42,2026-02-23 16:11:42,SIN,Assigned
CR0000410,FL0001971,AC00038,CREW1503,Maintenance Observer,2026-06-05 02:54:55,2026-06-05 09:56:55,IST,Completed
CR0000411,FL0000710,AC00041,CREW1536,First Officer,2026-03-17 02:38:58,2026-03-17 07:23:58,MAA,Completed
CR0000412,FL0000815,AC00058,CREW1353,Cabin Crew,2026-01-04 12:20:35,2026-01-04 21:06:35,ZRH,Assigned
CR0000413,FL0000054,AC00057,CREW1171,Cabin Crew,2026-01-03 04:18:33,2026-01-03 07:50:33,PAT,Completed
CR0000414,FL0001683,AC00002,CREW1740,Cabin Manager,2026-03-10 15:04:48,2026-03-10 20:38:48,IST,Completed
CR0000415,FL0000025,AC00049,CREW1482,First Officer,2026-02-28 00:08:16,2026-02-28 04:21:16,MAA,Completed
CR0000416,FL0001701,AC00049,CREW1657,Cabin Crew,2026-03-22 23:36:41,2026-03-23 07:48:41,MAA,Completed
CR0000417,FL0000514,AC00038,CREW1671,Cabin Manager,2026-05-28 08:52:57,2026-05-28 13:00:57,MAA,Assigned
CR0000418,FL0001414,AC00014,CREW1511,First Officer,2026-01-01 14:49:57,2026-01-02 01:53:57,GOI,Completed
CR0000419,FL0001441,AC00073,CREW1575,First Officer,2026-03-16 15:13:28,2026-03-16 21:55:28,SFO,Standby
CR0000420,FL0000756,AC00061,CREW1764,Cabin Crew,2026-06-21 02:47:39,2026-06-21 10:59:39,MEL,Completed
CR0000421,FL0000476,AC00003,CREW1070,Cabin Manager,2026-05-31 09:25:56,2026-05-31 12:26:56,DXB,Standby
CR0000422,FL0001233,AC00010,CREW1224,Cabin Manager,2026-02-11 11:43:18,2026-02-11 23:22:18,GOI,Completed
CR0000423,FL0000483,AC00011,CREW1434,Captain,2026-01-16 04:02:40,2026-01-16 11:14:40,DXB,Assigned
CR0000424,FL0001011,AC00020,CREW1503,Captain,2026-05-06 21:59:23,2026-05-07 06:27:23,YYZ,Completed
CR0000425,FL0001012,AC00066,CREW1555,First Officer,2026-03-05 14:58:51,2026-03-05 22:35:51,CDG,Standby
CR0000426,FL0000976,AC00058,CREW1263,First Officer,2026-04-17 00:14:03,2026-04-17 03:16:03,DEL,Completed
CR0000427,FL0000338,AC00029,CREW1194,Maintenance Observer,2026-01-29 07:20:28,2026-01-29 14:48:28,MEL,Completed
CR0000428,FL0001479,AC00030,CREW1510,Captain,2026-01-18 23:06:01,2026-01-19 01:43:01,GOI,Assigned
CR0000429,FL0001572,AC00016,CREW1013,First Officer,2026-06-25 06:02:09,2026-06-25 18:37:09,AUH,Completed
CR0000430,FL0000523,AC00057,CREW1214,Cabin Crew,2026-01-12 17:57:04,2026-01-12 22:56:04,PAT,Assigned
CR0000431,FL0001464,AC00031,CREW1530,Cabin Crew,2026-05-18 13:28:23,2026-05-18 20:42:23,IXR,Completed
CR0000432,FL0001105,AC00040,CREW1382,First Officer,2026-04-17 12:29:21,2026-04-17 19:45:21,MEL,Completed
